Input for MX Roads 
Generated on 06-Nov-06 11:27:28 PM

Northing          	Easting           	Elevation         	Layer             	Sequence ID       
       8.471	       5.374	       2.300	3	9116
       6.499	       5.841	       3.390	3	9118
       6.911	       8.838	       4.670	3	9119
       8.471	       5.374	       2.300	3	9121
       6.499	       5.841	       3.390	3	9122
       6.911	       8.838	       4.670	3	9124
       9.134	       8.371	       3.390	3	9125
       9.278	       8.138	       3.390	3	9127
       8.615	       5.141	       2.300	3	9128
       6.642	       5.608	       3.390	3	9130
       7.055	       8.604	       4.670	3	9131
       8.615	       5.141	       2.300	3	9133
       6.642	       5.608	       3.390	3	9134
       7.055	       8.604	       4.670	3	9136
       9.278	       8.138	       3.390	3	9137
       9.385	       6.451	       3.390	3	9139
       8.722	       3.454	       2.300	3	9140
       6.750	       3.921	       3.390	3	9142
       7.162	       6.918	       4.670	3	9143
       8.722	       3.454	       2.300	3	9145
       6.750	       3.921	       3.390	3	9146
       7.162	       6.918	       4.670	3	9148
       9.385	       6.451	       3.390	3	9149
       9.852	       7.582	       3.390	3	9151
       9.188	       4.585	       2.300	3	9152
       7.216	       5.051	       3.390	3	9154
       7.628	       8.048	       4.670	3	9155
       9.188	       4.585	       2.300	3	9157
       7.216	       5.051	       3.390	3	9158
       7.628	       8.048	       4.670	3	9160
       9.852	       7.582	       3.390	3	9161
       8.722	       3.454	       2.300	3	9163
       6.750	       3.921	       3.390	3	9164
       7.162	       6.918	       4.670	3	9166
       9.385	       6.451	       3.390	3	9167
       8.722	       3.454	       2.300	3	9169
       6.750	       3.921	       3.390	3	9170
       7.162	       6.918	       4.670	3	9172
       9.385	       6.451	       3.390	3	9173
       9.672	       5.697	       3.390	3	9175
       9.009	       2.701	       2.300	3	9176
       7.037	       3.167	       3.390	3	9178
       7.449	       6.164	       4.670	3	9179
       9.009	       2.701	       2.300	3	9181
       7.037	       3.167	       3.390	3	9182
       7.449	       6.164	       4.670	3	9184
       9.672	       5.697	       3.390	3	9185
       9.619	       5.428	       3.390	3	9187
       8.955	       2.431	       2.300	3	9188
       6.983	       2.898	       3.390	3	9190
       7.395	       5.895	       4.670	3	9191
       8.955	       2.431	       2.300	3	9193
       6.983	       2.898	       3.390	3	9194
       7.395	       5.895	       4.670	3	9196
       9.619	       5.428	       3.390	3	9197
       9.296	       5.123	       3.390	3	9199
       8.632	       2.126	       2.300	3	9200
       6.660	       2.593	       3.390	3	9202
       7.073	       5.590	       4.670	3	9203
       8.632	       2.126	       2.300	3	9205
       6.660	       2.593	       3.390	3	9206
       7.073	       5.590	       4.670	3	9208
       9.296	       5.123	       3.390	3	9209
       9.063	       5.016	       3.390	3	9211
       8.399	       2.019	       2.300	3	9212
       6.427	       2.485	       3.390	3	9214
       6.840	       5.482	       4.670	3	9215
       8.399	       2.019	       2.300	3	9217
       6.427	       2.485	       3.390	3	9218
       6.840	       5.482	       4.670	3	9220
       9.063	       5.016	       3.390	3	9221
       8.758	       4.998	       3.390	3	9223
       8.095	       2.001	       2.300	3	9224
       6.123	       2.467	       3.390	3	9226
       6.535	       5.464	       4.670	3	9227
       8.095	       2.001	       2.300	3	9229
       6.123	       2.467	       3.390	3	9230
       6.535	       5.464	       4.670	3	9232
       8.758	       4.998	       3.390	3	9233
       8.579	       4.998	       3.390	3	9235
       7.915	       2.001	       2.300	3	9236
       5.943	       2.467	       3.390	3	9238
       6.356	       5.464	       4.670	3	9239
       7.915	       2.001	       2.300	3	9241
       5.943	       2.467	       3.390	3	9242
       6.356	       5.464	       4.670	3	9244
       8.579	       4.998	       3.390	3	9245
       8.346	       4.998	       3.390	3	9247
       7.682	       2.001	       2.300	3	9248
       5.710	       2.467	       3.390	3	9250
       6.123	       5.464	       4.670	3	9251
       7.682	       2.001	       2.300	3	9253
       5.710	       2.467	       3.390	3	9254
       6.123	       5.464	       4.670	3	9256
       8.346	       4.998	       3.390	3	9257
       8.113	       5.033	       3.390	3	9259
       7.449	       2.037	       2.300	3	9260
       5.477	       2.503	       3.390	3	9262
       5.889	       5.500	       4.670	3	9263
       7.449	       2.037	       2.300	3	9265
       5.477	       2.503	       3.390	3	9266
       5.889	       5.500	       4.670	3	9268
       8.113	       5.033	       3.390	3	9269
       8.113	       5.374	       3.390	3	9271
       7.449	       2.378	       2.300	3	9272
       5.477	       2.844	       3.390	3	9274
       5.889	       5.841	       4.670	3	9275
       7.449	       2.378	       2.300	3	9277
       5.477	       2.844	       3.390	3	9278
       5.889	       5.841	       4.670	3	9280
       8.113	       5.374	       3.390	3	9281
       7.377	       2.431	       2.300	3	9283
       5.405	       2.898	       3.390	3	9284
       5.818	       5.895	       4.670	3	9286
       8.041	       5.428	       3.390	3	9287
       7.736	       5.428	       3.390	3	9289
       7.073	       2.431	       2.300	3	9290
       5.101	       2.898	       3.390	3	9292
       5.513	       5.895	       4.670	3	9293
       7.073	       2.431	       2.300	3	9295
       5.101	       2.898	       3.390	3	9296
       5.513	       5.895	       4.670	3	9298
       7.736	       5.428	       3.390	3	9299
       7.646	       5.374	       3.390	3	9301
       6.983	       2.378	       2.300	3	9302
       5.011	       2.844	       3.390	3	9304
       5.423	       5.841	       4.670	3	9305
       6.983	       2.378	       2.300	3	9307
       5.011	       2.844	       3.390	3	9308
       5.423	       5.841	       4.670	3	9310
       7.646	       5.374	       3.390	3	9311
       7.628	       5.195	       3.390	3	9313
       6.965	       2.198	       2.300	3	9314
       4.993	       2.665	       3.390	3	9316
       5.405	       5.662	       4.670	3	9317
       6.965	       2.198	       2.300	3	9319
       4.993	       2.665	       3.390	3	9320
       5.405	       5.662	       4.670	3	9322
       7.628	       5.195	       3.390	3	9323
       5.710	       4.764	       3.390	3	9325
       6.123	       7.761	       4.670	3	9326
       6.123	       7.761	       4.670	3	9328
       8.346	       7.294	       3.390	3	9329
       8.346	       7.294	       3.390	3	9331
       7.682	       4.298	       2.300	3	9332
       7.682	       4.298	       2.300	3	9334
       5.710	       4.764	       3.390	3	9335
       8.812	       8.425	       3.390	3	9337
       8.148	       5.428	       2.300	3	9338
       6.176	       5.895	       3.390	3	9340
       6.589	       8.892	       4.670	3	9341
       8.148	       5.428	       2.300	3	9343
       6.176	       5.895	       3.390	3	9344
       6.589	       8.892	       4.670	3	9346
       8.812	       8.425	       3.390	3	9347
       9.009	       8.371	       3.390	3	9349
       8.346	       5.374	       2.300	3	9350
       6.374	       5.841	       3.390	3	9352
       6.786	       8.838	       4.670	3	9353
       8.346	       5.374	       2.300	3	9355
       6.374	       5.841	       3.390	3	9356
       6.786	       8.838	       4.670	3	9358
       9.009	       8.371	       3.390	3	9359
       9.152	       8.138	       3.390	3	9361
       8.489	       5.141	       2.300	3	9362
       6.517	       5.608	       3.390	3	9364
       6.929	       8.604	       4.670	3	9365
       8.489	       5.141	       2.300	3	9367
       6.517	       5.608	       3.390	3	9368
       6.929	       8.604	       4.670	3	9370
       9.152	       8.138	       3.390	3	9371
       9.260	       6.451	       3.390	3	9373
       8.597	       3.454	       2.300	3	9374
       6.625	       3.921	       3.390	3	9376
       7.037	       6.918	       4.670	3	9377
       8.597	       3.454	       2.300	3	9379
       6.625	       3.921	       3.390	3	9380
       7.037	       6.918	       4.670	3	9382
       9.260	       6.451	       3.390	3	9383
       9.726	       7.582	       3.390	3	9385
       9.063	       4.585	       2.300	3	9386
       7.091	       5.051	       3.390	3	9388
       7.503	       8.048	       4.670	3	9389
       9.063	       4.585	       2.300	3	9391
       7.091	       5.051	       3.390	3	9392
       7.503	       8.048	       4.670	3	9394
       9.726	       7.582	       3.390	3	9395
       8.597	       3.454	       2.300	3	9397
       6.625	       3.921	       3.390	3	9398
       7.037	       6.918	       4.670	3	9400
       9.260	       6.451	       3.390	3	9401
       8.597	       3.454	       2.300	3	9403
       6.625	       3.921	       3.390	3	9404
       7.037	       6.918	       4.670	3	9406
       9.260	       6.451	       3.390	3	9407
       9.547	       5.697	       3.390	3	9409
       8.883	       2.701	       2.300	3	9410
       6.911	       3.167	       3.390	3	9412
       7.324	       6.164	       4.670	3	9413
       8.883	       2.701	       2.300	3	9415
       6.911	       3.167	       3.390	3	9416
       7.324	       6.164	       4.670	3	9418
       9.547	       5.697	       3.390	3	9419
       9.493	       5.428	       3.390	3	9421
       8.830	       2.431	       2.300	3	9422
       6.858	       2.898	       3.390	3	9424
       7.270	       5.895	       4.670	3	9425
       8.830	       2.431	       2.300	3	9427
       6.858	       2.898	       3.390	3	9428
       7.270	       5.895	       4.670	3	9430
       9.493	       5.428	       3.390	3	9431
       9.170	       5.123	       3.390	3	9433
       8.507	       2.126	       2.300	3	9434
       6.535	       2.593	       3.390	3	9436
       6.947	       5.590	       4.670	3	9437
       8.507	       2.126	       2.300	3	9439
       6.535	       2.593	       3.390	3	9440
       6.947	       5.590	       4.670	3	9442
       9.170	       5.123	       3.390	3	9443
       8.937	       5.016	       3.390	3	9445
       8.274	       2.019	       2.300	3	9446
       6.302	       2.485	       3.390	3	9448
       6.714	       5.482	       4.670	3	9449
       8.274	       2.019	       2.300	3	9451
       6.302	       2.485	       3.390	3	9452
       6.714	       5.482	       4.670	3	9454
       8.937	       5.016	       3.390	3	9455
       8.632	       4.998	       3.390	3	9457
       7.969	       2.001	       2.300	3	9458
       5.997	       2.467	       3.390	3	9460
       6.409	       5.464	       4.670	3	9461
       7.969	       2.001	       2.300	3	9463
       5.997	       2.467	       3.390	3	9464
       6.409	       5.464	       4.670	3	9466
       8.632	       4.998	       3.390	3	9467
       8.453	       4.998	       3.390	3	9469
       7.790	       2.001	       2.300	3	9470
       5.818	       2.467	       3.390	3	9472
       6.230	       5.464	       4.670	3	9473
       7.790	       2.001	       2.300	3	9475
       5.818	       2.467	       3.390	3	9476
       6.230	       5.464	       4.670	3	9478
       8.453	       4.998	       3.390	3	9479
       8.220	       4.998	       3.390	3	9481
       7.557	       2.001	       2.300	3	9482
       5.585	       2.467	       3.390	3	9484
       5.997	       5.464	       4.670	3	9485
       7.557	       2.001	       2.300	3	9487
       5.585	       2.467	       3.390	3	9488
       5.997	       5.464	       4.670	3	9490
       8.220	       4.998	       3.390	3	9491
       7.987	       5.033	       3.390	3	9493
       7.324	       2.037	       2.300	3	9494
       5.352	       2.503	       3.390	3	9496
       5.764	       5.500	       4.670	3	9497
       7.324	       2.037	       2.300	3	9499
       5.352	       2.503	       3.390	3	9500
       5.764	       5.500	       4.670	3	9502
       7.987	       5.033	       3.390	3	9503
       7.987	       5.374	       3.390	3	9505
       7.324	       2.378	       2.300	3	9506
       5.352	       2.844	       3.390	3	9508
       5.764	       5.841	       4.670	3	9509
       7.324	       2.378	       2.300	3	9511
       5.352	       2.844	       3.390	3	9512
       5.764	       5.841	       4.670	3	9514
       7.987	       5.374	       3.390	3	9515
       7.915	       5.428	       3.390	3	9517
       7.252	       2.431	       2.300	3	9518
       5.280	       2.898	       3.390	3	9520
       5.692	       5.895	       4.670	3	9521
       7.252	       2.431	       2.300	3	9523
       5.280	       2.898	       3.390	3	9524
       5.692	       5.895	       4.670	3	9526
       7.915	       5.428	       3.390	3	9527
       7.611	       5.428	       3.390	3	9529
       6.947	       2.431	       2.300	3	9530
       4.975	       2.898	       3.390	3	9532
       5.387	       5.895	       4.670	3	9533
       6.947	       2.431	       2.300	3	9535
       4.975	       2.898	       3.390	3	9536
       5.387	       5.895	       4.670	3	9538
       7.611	       5.428	       3.390	3	9539
       7.521	       5.374	       3.390	3	9541
       6.858	       2.378	       2.300	3	9542
       4.885	       2.844	       3.390	3	9544
       5.298	       5.841	       4.670	3	9545
       6.858	       2.378	       2.300	3	9547
       4.885	       2.844	       3.390	3	9548
       5.298	       5.841	       4.670	3	9550
       7.521	       5.374	       3.390	3	9551
       7.503	       5.195	       3.390	3	9553
       6.840	       2.198	       2.300	3	9554
       4.868	       2.665	       3.390	3	9556
       5.280	       5.662	       4.670	3	9557
       6.840	       2.198	       2.300	3	9559
       4.868	       2.665	       3.390	3	9560
       5.280	       5.662	       4.670	3	9562
       7.503	       5.195	       3.390	3	9563
       5.513	       4.764	       3.390	3	9565
       5.925	       7.761	       4.670	3	9566
       5.925	       7.761	       4.670	3	9568
       8.148	       7.294	       3.390	3	9569
       8.148	       7.294	       3.390	3	9571
       7.485	       4.298	       2.300	3	9572
       7.485	       4.298	       2.300	3	9574
       5.513	       4.764	       3.390	3	9575
       8.615	       8.425	       3.390	3	9577
       7.951	       5.428	       2.300	3	9578
       5.979	       5.895	       3.390	3	9580
       6.391	       8.892	       4.670	3	9581
       7.951	       5.428	       2.300	3	9583
       5.979	       5.895	       3.390	3	9584
       6.391	       8.892	       4.670	3	9586
       8.615	       8.425	       3.390	3	9587
       8.812	       8.371	       3.390	3	9589
       8.148	       5.374	       2.300	3	9590
       6.176	       5.841	       3.390	3	9592
       6.589	       8.838	       4.670	3	9593
       8.148	       5.374	       2.300	3	9595
       6.176	       5.841	       3.390	3	9596
       6.589	       8.838	       4.670	3	9598
       8.812	       8.371	       3.390	3	9599
       8.955	       8.138	       3.390	3	9601
       8.292	       5.141	       2.300	3	9602
       6.320	       5.608	       3.390	3	9604
       6.732	       8.604	       4.670	3	9605
       8.292	       5.141	       2.300	3	9607
       6.320	       5.608	       3.390	3	9608
       6.732	       8.604	       4.670	3	9610
       8.955	       8.138	       3.390	3	9611
       9.063	       6.451	       3.390	3	9613
       8.399	       3.454	       2.300	3	9614
       6.427	       3.921	       3.390	3	9616
       6.840	       6.918	       4.670	3	9617
       8.399	       3.454	       2.300	3	9619
       6.427	       3.921	       3.390	3	9620
       6.840	       6.918	       4.670	3	9622
       9.063	       6.451	       3.390	3	9623
       9.529	       7.582	       3.390	3	9625
       8.866	       4.585	       2.300	3	9626
       6.893	       5.051	       3.390	3	9628
       7.306	       8.048	       4.670	3	9629
       8.866	       4.585	       2.300	3	9631
       6.893	       5.051	       3.390	3	9632
       7.306	       8.048	       4.670	3	9634
       9.529	       7.582	       3.390	3	9635
       8.399	       3.454	       2.300	3	9637
       6.427	       3.921	       3.390	3	9638
       6.840	       6.918	       4.670	3	9640
       9.063	       6.451	       3.390	3	9641
       8.399	       3.454	       2.300	3	9643
       6.427	       3.921	       3.390	3	9644
       6.840	       6.918	       4.670	3	9646
       9.063	       6.451	       3.390	3	9647
       9.350	       5.697	       3.390	3	9649
       8.686	       2.701	       2.300	3	9650
       6.714	       3.167	       3.390	3	9652
       7.126	       6.164	       4.670	3	9653
       8.686	       2.701	       2.300	3	9655
       6.714	       3.167	       3.390	3	9656
       7.126	       6.164	       4.670	3	9658
       9.350	       5.697	       3.390	3	9659
       9.296	       5.428	       3.390	3	9661
       8.632	       2.431	       2.300	3	9662
       6.660	       2.898	       3.390	3	9664
       7.073	       5.895	       4.670	3	9665
       8.632	       2.431	       2.300	3	9667
       6.660	       2.898	       3.390	3	9668
       7.073	       5.895	       4.670	3	9670
       9.296	       5.428	       3.390	3	9671
       8.973	       5.123	       3.390	3	9673
       8.310	       2.126	       2.300	3	9674
       6.338	       2.593	       3.390	3	9676
       6.750	       5.590	       4.670	3	9677
       8.310	       2.126	       2.300	3	9679
       6.338	       2.593	       3.390	3	9680
       6.750	       5.590	       4.670	3	9682
       8.973	       5.123	       3.390	3	9683
       8.740	       5.016	       3.390	3	9685
       8.077	       2.019	       2.300	3	9686
       6.105	       2.485	       3.390	3	9688
       6.517	       5.482	       4.670	3	9689
       8.077	       2.019	       2.300	3	9691
       6.105	       2.485	       3.390	3	9692
       6.517	       5.482	       4.670	3	9694
       8.740	       5.016	       3.390	3	9695
       8.435	       4.998	       3.390	3	9697
       7.772	       2.001	       2.300	3	9698
       5.800	       2.467	       3.390	3	9700
       6.212	       5.464	       4.670	3	9701
       7.772	       2.001	       2.300	3	9703
       5.800	       2.467	       3.390	3	9704
       6.212	       5.464	       4.670	3	9706
       8.435	       4.998	       3.390	3	9707
       8.256	       4.998	       3.390	3	9709
       7.593	       2.001	       2.300	3	9710
       5.621	       2.467	       3.390	3	9712
       6.033	       5.464	       4.670	3	9713
       7.593	       2.001	       2.300	3	9715
       5.621	       2.467	       3.390	3	9716
       6.033	       5.464	       4.670	3	9718
       8.256	       4.998	       3.390	3	9719
       8.023	       4.998	       3.390	3	9721
       7.360	       2.001	       2.300	3	9722
       5.387	       2.467	       3.390	3	9724
       5.800	       5.464	       4.670	3	9725
       7.360	       2.001	       2.300	3	9727
       5.387	       2.467	       3.390	3	9728
       5.800	       5.464	       4.670	3	9730
       8.023	       4.998	       3.390	3	9731
       7.790	       5.033	       3.390	3	9733
       7.126	       2.037	       2.300	3	9734
       5.154	       2.503	       3.390	3	9736
       5.567	       5.500	       4.670	3	9737
       7.126	       2.037	       2.300	3	9739
       5.154	       2.503	       3.390	3	9740
       5.567	       5.500	       4.670	3	9742
       7.790	       5.033	       3.390	3	9743
       7.790	       5.374	       3.390	3	9745
       7.126	       2.378	       2.300	3	9746
       5.154	       2.844	       3.390	3	9748
       5.567	       5.841	       4.670	3	9749
       7.126	       2.378	       2.300	3	9751
       5.154	       2.844	       3.390	3	9752
       5.567	       5.841	       4.670	3	9754
       7.790	       5.374	       3.390	3	9755
       7.718	       5.428	       3.390	3	9757
       7.055	       2.431	       2.300	3	9758
       5.083	       2.898	       3.390	3	9760
       5.495	       5.895	       4.670	3	9761
       7.055	       2.431	       2.300	3	9763
       5.083	       2.898	       3.390	3	9764
       5.495	       5.895	       4.670	3	9766
       7.718	       5.428	       3.390	3	9767
       7.413	       5.428	       3.390	3	9769
       6.750	       2.431	       2.300	3	9770
       4.778	       2.898	       3.390	3	9772
       5.190	       5.895	       4.670	3	9773
       6.750	       2.431	       2.300	3	9775
       4.778	       2.898	       3.390	3	9776
       5.190	       5.895	       4.670	3	9778
       7.413	       5.428	       3.390	3	9779
       7.324	       5.374	       3.390	3	9781
       6.660	       2.378	       2.300	3	9782
       4.688	       2.844	       3.390	3	9784
       5.101	       5.841	       4.670	3	9785
       6.660	       2.378	       2.300	3	9787
       4.688	       2.844	       3.390	3	9788
       5.101	       5.841	       4.670	3	9790
       7.324	       5.374	       3.390	3	9791
       7.306	       5.195	       3.390	3	9793
       6.642	       2.198	       2.300	3	9794
       4.670	       2.665	       3.390	3	9796
       5.083	       5.662	       4.670	3	9797
       6.642	       2.198	       2.300	3	9799
       4.670	       2.665	       3.390	3	9800
       5.083	       5.662	       4.670	3	9802
       7.306	       5.195	       3.390	3	9803
       5.280	       4.764	       3.390	3	9805
       5.692	       7.761	       4.670	3	9806
       5.692	       7.761	       4.670	3	9808
       7.915	       7.294	       3.390	3	9809
       7.915	       7.294	       3.390	3	9811
       7.252	       4.298	       2.300	3	9812
       7.252	       4.298	       2.300	3	9814
       5.280	       4.764	       3.390	3	9815
       8.381	       8.425	       3.390	3	9817
       7.718	       5.428	       2.300	3	9818
       5.746	       5.895	       3.390	3	9820
       6.158	       8.892	       4.670	3	9821
       7.718	       5.428	       2.300	3	9823
       5.746	       5.895	       3.390	3	9824
       6.158	       8.892	       4.670	3	9826
       8.381	       8.425	       3.390	3	9827
       8.579	       8.371	       3.390	3	9829
       7.915	       5.374	       2.300	3	9830
       5.943	       5.841	       3.390	3	9832
       6.356	       8.838	       4.670	3	9833
       7.915	       5.374	       2.300	3	9835
       5.943	       5.841	       3.390	3	9836
       6.356	       8.838	       4.670	3	9838
       8.579	       8.371	       3.390	3	9839
       8.722	       8.138	       3.390	3	9841
       8.059	       5.141	       2.300	3	9842
       6.087	       5.608	       3.390	3	9844
       6.499	       8.604	       4.670	3	9845
       8.059	       5.141	       2.300	3	9847
       6.087	       5.608	       3.390	3	9848
       6.499	       8.604	       4.670	3	9850
       8.722	       8.138	       3.390	3	9851
       8.830	       6.451	       3.390	3	9853
       8.166	       3.454	       2.300	3	9854
       6.194	       3.921	       3.390	3	9856
       6.607	       6.918	       4.670	3	9857
       8.166	       3.454	       2.300	3	9859
       6.194	       3.921	       3.390	3	9860
       6.607	       6.918	       4.670	3	9862
       8.830	       6.451	       3.390	3	9863
       9.296	       7.582	       3.390	3	9865
       8.632	       4.585	       2.300	3	9866
       6.660	       5.051	       3.390	3	9868
       7.073	       8.048	       4.670	3	9869
       8.632	       4.585	       2.300	3	9871
       6.660	       5.051	       3.390	3	9872
       7.073	       8.048	       4.670	3	9874
       9.296	       7.582	       3.390	3	9875
       8.166	       3.454	       2.300	3	9877
       6.194	       3.921	       3.390	3	9878
       6.607	       6.918	       4.670	3	9880
       8.830	       6.451	       3.390	3	9881
       8.166	       3.454	       2.300	3	9883
       6.194	       3.921	       3.390	3	9884
       6.607	       6.918	       4.670	3	9886
       8.830	       6.451	       3.390	3	9887
       9.117	       5.697	       3.390	3	9889
       8.453	       2.701	       2.300	3	9890
       6.481	       3.167	       3.390	3	9892
       6.893	       6.164	       4.670	3	9893
       8.453	       2.701	       2.300	3	9895
       6.481	       3.167	       3.390	3	9896
       6.893	       6.164	       4.670	3	9898
       9.117	       5.697	       3.390	3	9899
       9.063	       5.428	       3.390	3	9901
       8.399	       2.431	       2.300	3	9902
       6.427	       2.898	       3.390	3	9904
       6.840	       5.895	       4.670	3	9905
       8.399	       2.431	       2.300	3	9907
       6.427	       2.898	       3.390	3	9908
       6.840	       5.895	       4.670	3	9910
       9.063	       5.428	       3.390	3	9911
       8.740	       5.123	       3.390	3	9913
       8.077	       2.126	       2.300	3	9914
       6.105	       2.593	       3.390	3	9916
       6.517	       5.590	       4.670	3	9917
       8.077	       2.126	       2.300	3	9919
       6.105	       2.593	       3.390	3	9920
       6.517	       5.590	       4.670	3	9922
       8.740	       5.123	       3.390	3	9923
       8.507	       5.016	       3.390	3	9925
       7.844	       2.019	       2.300	3	9926
       5.872	       2.485	       3.390	3	9928
       6.284	       5.482	       4.670	3	9929
       7.844	       2.019	       2.300	3	9931
       5.872	       2.485	       3.390	3	9932
       6.284	       5.482	       4.670	3	9934
       8.507	       5.016	       3.390	3	9935
       8.202	       4.998	       3.390	3	9937
       7.539	       2.001	       2.300	3	9938
       5.567	       2.467	       3.390	3	9940
       5.979	       5.464	       4.670	3	9941
       7.539	       2.001	       2.300	3	9943
       5.567	       2.467	       3.390	3	9944
       5.979	       5.464	       4.670	3	9946
       8.202	       4.998	       3.390	3	9947
       7.360	       2.001	       2.300	3	9949
       5.387	       2.467	       3.390	3	9950
       5.800	       5.464	       4.670	3	9952
       8.023	       4.998	       3.390	3	9953
       7.790	       4.998	       3.390	3	9955
       7.126	       2.001	       2.300	3	9956
       5.154	       2.467	       3.390	3	9958
       5.567	       5.464	       4.670	3	9959
       7.126	       2.001	       2.300	3	9961
       5.154	       2.467	       3.390	3	9962
       5.567	       5.464	       4.670	3	9964
       7.790	       4.998	       3.390	3	9965
       7.557	       5.033	       3.390	3	9967
       6.893	       2.037	       2.300	3	9968
       4.921	       2.503	       3.390	3	9970
       5.334	       5.500	       4.670	3	9971
       6.893	       2.037	       2.300	3	9973
       4.921	       2.503	       3.390	3	9974
       5.334	       5.500	       4.670	3	9976
       7.557	       5.033	       3.390	3	9977
       7.557	       5.374	       3.390	3	9979
       6.893	       2.378	       2.300	3	9980
       4.921	       2.844	       3.390	3	9982
       5.334	       5.841	       4.670	3	9983
       6.893	       2.378	       2.300	3	9985
       4.921	       2.844	       3.390	3	9986
       5.334	       5.841	       4.670	3	9988
       7.557	       5.374	       3.390	3	9989
       7.485	       5.428	       3.390	3	9991
       6.822	       2.431	       2.300	3	9992
       4.850	       2.898	       3.390	3	9994
       5.262	       5.895	       4.670	3	9995
       6.822	       2.431	       2.300	3	9997
       4.850	       2.898	       3.390	3	9998
       5.262	       5.895	       4.670	3	10000
       7.485	       5.428	       3.390	3	10001
       7.180	       5.428	       3.390	3	10003
       6.517	       2.431	       2.300	3	10004
       4.545	       2.898	       3.390	3	10006
       4.957	       5.895	       4.670	3	10007
       6.517	       2.431	       2.300	3	10009
       4.545	       2.898	       3.390	3	10010
       4.957	       5.895	       4.670	3	10012
       7.180	       5.428	       3.390	3	10013
       7.091	       5.374	       3.390	3	10015
       6.427	       2.378	       2.300	3	10016
       4.455	       2.844	       3.390	3	10018
       4.868	       5.841	       4.670	3	10019
       6.427	       2.378	       2.300	3	10021
       4.455	       2.844	       3.390	3	10022
       4.868	       5.841	       4.670	3	10024
       7.091	       5.374	       3.390	3	10025
       7.073	       5.195	       3.390	3	10027
       6.409	       2.198	       2.300	3	10028
       4.437	       2.665	       3.390	3	10030
       4.850	       5.662	       4.670	3	10031
       6.409	       2.198	       2.300	3	10033
       4.437	       2.665	       3.390	3	10034
       4.850	       5.662	       4.670	3	10036
       7.073	       5.195	       3.390	3	10037
       4.993	       4.764	       3.390	3	10039
       5.405	       7.761	       4.670	3	10040
       5.405	       7.761	       4.670	3	10042
       7.628	       7.294	       3.390	3	10043
       7.628	       7.294	       3.390	3	10045
       6.965	       4.298	       2.300	3	10046
       6.965	       4.298	       2.300	3	10048
       4.993	       4.764	       3.390	3	10049
       8.095	       8.425	       3.390	3	10051
       7.431	       5.428	       2.300	3	10052
       5.459	       5.895	       3.390	3	10054
       5.872	       8.892	       4.670	3	10055
       7.431	       5.428	       2.300	3	10057
       5.459	       5.895	       3.390	3	10058
       5.872	       8.892	       4.670	3	10060
       8.095	       8.425	       3.390	3	10061
       8.292	       8.371	       3.390	3	10063
       7.628	       5.374	       2.300	3	10064
       5.656	       5.841	       3.390	3	10066
       6.069	       8.838	       4.670	3	10067
       7.628	       5.374	       2.300	3	10069
       5.656	       5.841	       3.390	3	10070
       6.069	       8.838	       4.670	3	10072
       8.292	       8.371	       3.390	3	10073
       8.435	       8.138	       3.390	3	10075
       7.772	       5.141	       2.300	3	10076
       5.800	       5.608	       3.390	3	10078
       6.212	       8.604	       4.670	3	10079
       7.772	       5.141	       2.300	3	10081
       5.800	       5.608	       3.390	3	10082
       6.212	       8.604	       4.670	3	10084
       8.435	       8.138	       3.390	3	10085
       8.543	       6.451	       3.390	3	10087
       7.879	       3.454	       2.300	3	10088
       5.907	       3.921	       3.390	3	10090
       6.320	       6.918	       4.670	3	10091
       7.879	       3.454	       2.300	3	10093
       5.907	       3.921	       3.390	3	10094
       6.320	       6.918	       4.670	3	10096
       8.543	       6.451	       3.390	3	10097
       9.009	       7.582	       3.390	3	10099
       8.346	       4.585	       2.300	3	10100
       6.374	       5.051	       3.390	3	10102
       6.786	       8.048	       4.670	3	10103
       8.346	       4.585	       2.300	3	10105
       6.374	       5.051	       3.390	3	10106
       6.786	       8.048	       4.670	3	10108
       9.009	       7.582	       3.390	3	10109
       7.879	       3.454	       2.300	3	10111
       5.907	       3.921	       3.390	3	10112
       6.320	       6.918	       4.670	3	10114
       8.543	       6.451	       3.390	3	10115
       7.879	       3.454	       2.300	3	10117
       5.907	       3.921	       3.390	3	10118
       6.320	       6.918	       4.670	3	10120
       8.543	       6.451	       3.390	3	10121
       8.830	       5.697	       3.390	3	10123
       8.166	       2.701	       2.300	3	10124
       6.194	       3.167	       3.390	3	10126
       6.607	       6.164	       4.670	3	10127
       8.166	       2.701	       2.300	3	10129
       6.194	       3.167	       3.390	3	10130
       6.607	       6.164	       4.670	3	10132
       8.830	       5.697	       3.390	3	10133
       8.776	       5.428	       3.390	3	10135
       8.113	       2.431	       2.300	3	10136
       6.140	       2.898	       3.390	3	10138
       6.553	       5.895	       4.670	3	10139
       8.113	       2.431	       2.300	3	10141
       6.140	       2.898	       3.390	3	10142
       6.553	       5.895	       4.670	3	10144
       8.776	       5.428	       3.390	3	10145
       8.453	       5.123	       3.390	3	10147
       7.790	       2.126	       2.300	3	10148
       5.818	       2.593	       3.390	3	10150
       6.230	       5.590	       4.670	3	10151
       7.790	       2.126	       2.300	3	10153
       5.818	       2.593	       3.390	3	10154
       6.230	       5.590	       4.670	3	10156
       8.453	       5.123	       3.390	3	10157
       8.220	       5.016	       3.390	3	10159
